id,notes,labGroup,user,performedBy,reference,valid,compound_0,compound_0_role,compound_0_amount,compound_1,compound_1_role,compound_1_amount,compound_2,compound_2_role,compound_2_amount,compound_3,compound_3_role,compound_3_amount,compound_4,compound_4_role,compound_4_amount,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP
5356," pH adjusting reagent used: H2SO4, 0.1974g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj11.4,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5357," pH adjusting reagent used: H2SO4, 0.2062g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj11.5,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5358," pH adjusting reagent used: H2SO4, 0.197g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj11.6,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5359," pH adjusting reagent used: H2SO4, 0.1925g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj11.7,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5360," pH adjusting reagent used: H2SO4, 0.2686g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj11.8,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5361," pH adjusting reagent used: H2SO4, 0.1986g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.1,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5362," pH adjusting reagent used: H2SO4, 0.2091g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.2,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5363," pH adjusting reagent used: H2SO4, 0.1939g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.3,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5364," pH adjusting reagent used: H2SO4, 0.2234g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.4,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5365," pH adjusting reagent used: H2SO4, 0.2393g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.5,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5366," pH adjusting reagent used: H2SO4, 0.1982g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.6,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5367," pH adjusting reagent used: H2SO4, 0.2065g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.7,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5368," pH adjusting reagent used: H2SO4, 0.2073g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj12.8,True,Sodium molybdate,?,?,TMEDA,?,?,Water,?,?,?,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
5369," pH adjusting reagent used: H2SO4, 0.2067g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.1,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5370," pH adjusting reagent used: H2SO4, 0.216g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.2,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5371," pH adjusting reagent used: H2SO4, 0.2074g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.3,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5372," pH adjusting reagent used: H2SO4, 0.1945g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.4,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5373," pH adjusting reagent used: H2SO4, 0.1979g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.5,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5374," pH adjusting reagent used: H2SO4, 0.1917g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.6,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5375," pH adjusting reagent used: H2SO4, 0.2181g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.7,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5376," pH adjusting reagent used: H2SO4, 0.2242g pH adjusting reagent used: HF, 1g",Norquist Lab,cfalk,,aj13.8,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5377," pH adjusting reagent used: H2SO4, 0.2165g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.1,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5378," pH adjusting reagent used: H2SO4, 0.217g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.2,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5379," pH adjusting reagent used: H2SO4, 0.211g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.3,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5380," pH adjusting reagent used: H2SO4, 0.1988g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.4,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5381," pH adjusting reagent used: H2SO4, 0.2126g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.5,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5382," pH adjusting reagent used: H2SO4, 0.2057g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.6,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5383," pH adjusting reagent used: H2SO4, 0.1929g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.7,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5384," pH adjusting reagent used: H2SO4, 0.2101g pH adjusting reagent used: HF, 4g",Norquist Lab,cfalk,,aj14.8,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5385," pH adjusting reagent used: H2SO4, 0.1968g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj15.1,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5386," pH adjusting reagent used: H2SO4, 0.2082g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj15.2,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5387," pH adjusting reagent used: H2SO4, 0.2056g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj15.3,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
5388," pH adjusting reagent used: H2SO4, 0.1956g pH adjusting reagent used: HF, 6g",Norquist Lab,cfalk,,aj15.4,True,Sodium molybdate,?,?,"n,n'-diethylethan-1,2-diamin",?,?,Water,?,?,?,?,?,?,?,?,363.28,0.0,0.0,329.92,363.28,329.92,344.94,0.0,329.92,329.92,329.92,329.92,329.92,344.94,329.92,329.92,363.28,329.92,363.28,0.0,363.28,0.0,344.94,329.92,363.28,0.0,363.28,329.92,0.0,329.92,329.92,363.28,0.0,344.94,329.92,329.92,329.92,0.0,329.92,0.0,363.28,329.92,344.94,363.28,344.94,0.0,329.92,363.28,344.94,329.92,344.94,0.0,0.0,0.0,344.94,363.28
