SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,EMOLECULES_ID
C1CCC(CC1)CCN1CCNCC1,Apollo Scientific,OR6906,132800-12-5,1-(2-Cyclohexylethyl)piperazine 97%,918650
NCCN1CCCCC1.Cl.Cl,Bepharm,B227923,100911-49-7,2-(Piperidin-1-yl)ethanamine dihydrochloride,36253574
NCCCN1C2CCC1CC2,Princeton BioMolecular Research,PBMR117430,,3-(7-azabicyclo[2.2.1]heptan-7-yl)propan-1-amine,42816526
CCC(C(N(C)C)CN)CC,Enamine BB,EN300-28775,,"N-[1-(aminomethyl)-2-ethylbutyl]-N,N-dimethylamine",15212702
NCCCN(C1CCCC1)C,Matrix Scientific,033563,53485-06-6,"N*1*-Cyclopentyl-N*1*-methyl-propane-1,3-diamine",15212249
NCCCCCCN1CCCC1,Specs,AQ-387/42302713,,6-(1-pyrrolidinyl)hexylamine,13075441
CCN1CC2(C)CNCC(C1)(C2)C,Matrix Scientific,034410,,"3-Ethyl-1,5-dimethyl-3,7-diaza-bicyclo[3.3.1]-nonane",12607131
N[C@@H]1CC[C@H](CC1)N(C)C.Cl,Oakwood Products (Non-EU Customers),087853,,"rel-(1R,4R)-N,N-Dimethyl-cyclohexane-1,4-diamine hydrochloride",46226285
CCCN1CCC(C1)N,ChemBridge,4044403,,1-propyl-3-pyrrolidinamine,36092744
CC(NCC1CCCNC1)C.Cl.Cl,Enamine BB,EN300-55582,,(piperidin-3-ylmethyl)(propan-2-yl)amine dihydrochloride,30179713
C(CN1CCCCCC1)CCN1CCCCCC1.Cl.Cl,InterBioScreen,STOCK1S-11175,,"1,4-di(azepan-1-yl)butane dihydrochloride",35775221
NC1CC(C1)CN1CCCC1,Broadpharm,BP-11843,,3-((pyrrolidin-1-yl)methyl)cyclobutanamine,30177203
NCC1CN(C1)C,Pharmblock,efj-57,,(1-methylazetidin-3-yl)methanamine,29916162
NCCCN1CC2CCCC(C1)C2,Princeton BioMolecular Research,PBMR101391,,3-(3-Aza-bicyclo[3.3.1]non-3-yl)-propylamine,42804651
NC1CCN(C1)C1CCCCC1,ChemDiv BB,BB54-3735,,1-Cyclohexyl-3-pyrrolidinylamine dihydrochloride,25618078
NCC(C1CCNCC1)CC(CCC)C,Enamine BB,EN300-76833,,4-methyl-2-(piperidin-4-yl)heptan-1-amine,36087000
NCC(C1CCCCN1)CC(CC)CC,Enamine BB,EN300-76768,,4-ethyl-2-(piperidin-2-yl)hexan-1-amine,36086920
NCC(C1CCCCN1)CC(C)C,Enamine BB,EN300-76727,,4-methyl-2-(piperidin-2-yl)pentan-1-amine,36086874
CCN1CCCCC1C1CCCNC1,Enamine BB,EN300-76669,,1-ethyl-2-(piperidin-3-yl)piperidine,36086797
CC1CCCCN1CC(N)(C)C,Santa Cruz Biotechnology,sc-303878,,"1,1-Dimethyl-2-(2-methyl-piperidin-1-yl)-ethylamine 2HCl",1522957
NCC1CCN(CC1)CC1CCC1.Cl.Cl,Oakwood Products (Non-EU Customers),064323,,[1-(Cyclobutylmethyl)piperidin-4-yl]methanamine dihydrochloride,36769916
CNCC1CCCN(C1)C(C)C,Matrix Scientific,019173,876716-01-7,(1-Isopropyl-piperidin-3-ylmethyl)-methyl-amine,1522668
N[C@H]1CCN(C1)CC1CCCC1,Oakwood Products (Non-EU Customers),064215,,(S)-1-(Cyclopentylmethyl)pyrrolidin-3-amine,36769713
NCCCN1CCC(CC1)CC,Oakwood Products (Non-EU Customers),030106,,3-(4-Ethyl-piperidin-1-yl)-propylamine,6253816
C[N+]1(CCCCCCC[N+]2(C)CCCCCC2)CCCCCC1.[I-].[I-],InterBioScreen,STOCK1S-11453,,"1,1'-(heptane-1,7-diyl)bis(1-methylazepan-1-ium) iodide",33567048
CC(N1CCC(CC1)N)C.Cl.Cl,Matrix Scientific,026555,534596-29-7,1-Isopropyl-piperidin-4-ylamine dihydrochloride,589828
CC(NC)CN,Enamine BB,EN300-74123,,(1-aminopropan-2-yl)(methyl)amine,36084785
CCN(CCNCC1CCCCC1)CC,Specs,AN-465/43422201,,N-(cyclohexylmethyl)-N-[2-(diethylamino)ethyl]amine,6898148
CCC(NCCNC(CC)C)C,Oakwood Products (Non-EU Customers),024600,,"N,N'-Bis-2-butyl ethylenediamine",6252322
CNCCNC(C)C,Life Chemicals,F2147-1526,,"N-isopropyl-N'-methylethane-1,2-diamine",6252286
CN(CCN(C1CCC(C1)C)C)C,ChemBridge,5512521,,,2357833
CCCCN(C1CCN(CC1)CCC)C,ChemBridge,5465728,,,2355321
CCCN1CCC(CC1)N1CCC(CC1)C,ChemBridge,5465072,,,2355279
CNC1CCN(C1)C,Matrix Scientific,069372,13005-11-3,"N,1-Dimethylpyrrolidin-3-amine",6249079
CN(C1CCCNC1)C,Enamine BB,EN300-66435,,"N,N-dimethylpiperidin-3-amine",2791377
C1CCC(CN1)CN1CCCCC1,ChemBridge,4010587,81310-56-7,1-(piperidin-3-ylmethyl)piperidine,9800217
C1NC[C@H](C1)NC1CC1,Ark Pharm,AK-53211,1289584-81-1,(S)-N-Cyclopropylpyrrolidin-3-amine,46342660
CN1CCC[C@H]1CC1CCCCN1,Sigma Aldrich,CDS000060,,2-{[(2S)-1-Methyl-2-pyrrolidinyl]methyl}piperidine,36760346
NCCC1CCN(C1)CC,Matrix Scientific,053979,,2-(1-Ethyl-3-pyrrolidinyl)ethylamine,30423949
CNCCC1CCCN(C1)C,Matrix Scientific,053967,807297-46-7,N-Methyl-2-(1-methyl-3-piperidinyl)-1-ethanamine,30423928
CCCNCCCNC,Matrix Scientific,026983,50910-71-9,"N1-Methyl-N3-propyl-1,3-propanediamine",18625172
CCNCCCN(C1CCCCC1)C,Matrix Scientific,026973,,"N1-Cyclohexyl-N3-ethyl-N1-methyl-1,3-propanediamine",18625156
CCNCCCNC1CCCCC1,Matrix Scientific,026964,,"N1-Cyclohexyl-N3-ethyl-1,3-propanediamine",18625140
CNCCCNC(C)(C)C,Matrix Scientific,026935,28286-18-2,"N1-(tert-Butyl)-N3-methyl-1,3-propanediamine",18625092
CCCCCCCNCCCN,Matrix Scientific,026855,63888-10-8,"N1-Heptyl-1,3-propanediamine",18624998
CCNC(CN1CCCCC1)C,Exclusive Chemistry,EC-000.1363,,N-ethyl-1-(1-piperidinyl)-2-propanamine,33371935
CCCNCC1CCCCN1CCCC,Exclusive Chemistry,EC-000.1316,,N-[(1-butyl-2-piperidinyl)methyl]-1-propanamine,33371887
CCNCC1CCCCN1C,Exclusive Chemistry,EC-000.1308,,N-[(1-methyl-2-piperidinyl)methyl]ethanamine,33371871
CCCCNCC1CCCN1CC,Exclusive Chemistry,EC-000.1299,,N-[(1-ethyl-2-pyrrolidinyl)methyl]-1-butanamine,33371855
CCCCN1CCCC1CNCC,Exclusive Chemistry,EC-000.1291,,N-[(1-butyl-2-pyrrolidinyl)methyl]ethanamine,33371839
CN1CCC(CC1)N(CC1CCCCC1)C,ChemBridge,5421919,,,24834655
CC1CCC(C1)NCCN1CCCCC1,ChemBridge,5419997,,,24834411
CNC1CCCCC1NC.Cl.Cl,AK Scientific,W8000,70708-33-7,"N1,N2-dimethylcyclohexane-1,2-diamine dihydrochloride",36751241
CN1CCCC1CCNC1CCCCCC1,ChemBridge,5412709,,,24833690
CN(CC1CCCN1)C.Cl.Cl,Matrix Scientific,051693,,"N,N-Dimethyl(2-pyrrolidinyl)methanamine dihydrochloride",30420418
CNC1CCN(CC1)C.Cl.Cl,CHESS Fine Organic,2785,99709-59-8,1-Methyl-4-methylamino-piperidine x 2 HCl,30156732
C1NCC(C1)CN1CCCC1.Cl.Cl,Matrix Scientific,051637,1219981-46-0,1-(3-Pyrrolidinylmethyl)pyrrolidine dihydrochloride,30420315
NCCC(N1CCCC1)C,Matrix Scientific,063395,893644-50-3,(3-Pyrrolidin-1-ylbutyl)amine,29703768
CCCN(CCC1CCCNC1)CCC.Cl.Cl,Matrix Scientific,051597,1220035-65-3,N-[2-(3-Piperidinyl)ethyl]-N-propyl-1-propanamine dihydrochloride,30420246
CCN(CCC1CCCNC1)CC.Cl.Cl,Matrix Scientific,051581,,"N,N-Diethyl-2-(3-piperidinyl)-1-ethanamine dihydrochloride",30420214
C1CCC(NC1)CCN1CCCCCC1.Cl.Cl,Matrix Scientific,051565,1219957-63-7,1-[2-(2-Piperidinyl)ethyl]azepane dihydrochloride,30420184
CCCCN(CCC1CCCCN1)C.Cl.Cl,Matrix Scientific,051557,,N-Methyl-N-[2-(2-piperidinyl)ethyl]-1-butanamine dihydrochloride,30420173
CC1CCCN(C1)CC1CCNCC1.Cl.Cl,Matrix Scientific,051449,,3-Methyl-1-(4-piperidinylmethyl)piperidine dihydrochloride,30420005
CCN(CC1CCNCC1)CC.Cl.Cl,Matrix Scientific,051440,614746-18-8,N-Ethyl-N-(4-piperidinylmethyl)-1-ethanamine dihydrochloride,30419992
C1CCC(CN1)CN1CCCCCC1.Cl.Cl,Matrix Scientific,051424,1211495-72-5,1-(3-Piperidinylmethyl)azepane dihydrochloride,30419963
CCCCN(CC1CCCNC1)C.Cl.Cl,Matrix Scientific,051416,,N-Methyl-N-(3-piperidinylmethyl)-1-butanamine dihydrochloride,30419947
C=CCN1CCN(C(C1)CCC)CC=C,Enamine,Z1416612751,,,45669723
CN(CCC(C(C)(C)C)N)C,Enamine BB,EN300-79211,,"(3-amino-4,4-dimethylpentyl)dimethylamine",36364665
CN[C@@H]1CNCC[C@@H]1C,Advanced ChemBlocks,F-4019,,"(3S,4S)-N,4-dimethyl-piperidin-3-amine",43367333
NC[C@H]1CCCN1C,Synthonix,M8172,66411-53-8,(R)-1-Methyl-2-aminomethylpyrrolidine,43367165
CCC(CN1CCCC1)N,Matrix Scientific,020835,883547-04-4,1-Pyrrolidin-1-ylmethyl-propylamine,834633
NCC1CCCN(C1)C,Matrix Scientific,054426,14613-37-7,C-(1-Methyl-piperidin-3-yl)-methylamine,5766382
CN[C@@H]([C@@H](CC)C)CN1CCCC1,AstaTech,68742,,"(2S,3R)-N,3-DIMETHYL-1-(PYRROLIDIN-1-YL)PENTAN-2-AMINE",44472765
C1CCN(CC1)CC1CCNCC1,Matrix Scientific,016343,32470-52-3,1-(Piperidin-4-ylmethyl)piperidine,5766366
N[C@@H]1CC[C@@H](CC1)N.Cl.Cl,Fluorochem (Non-US Customers),234312,2121-79-1,"cis-Cyclohexane-1,4-diamine dihydrochloride",44471347
NCCCCCNC(C)C,Matrix Scientific,007608,162713-22-6,5-Isopropylaminoamylamine,5759247
CC([N+](CCCCC[N+](C(C)C)(C)C)(C)C)C,ChemDiv,0342-0233,,,6150637
NC1C[C@@H]2CCCN(C1)C2,Enamine BB,EN300-118481,,(5S)-1-azabicyclo[3.3.1]nonan-3-amine,44465554
CC(CC)CC(=N)N,ChemBridge,4012909,817552-66-2,3-methylpentanimidamide,11489620
CN(CC1CCN(CC1)CC=C(C)C)C,Enamine,Z1088120794,,,36945440
CN1CCC(CC1)C(N)C,Enamine BB,EN300-62088,,1-(1-methylpiperidin-4-yl)ethan-1-amine,18188894
NC[C@H]1CCCN1CC(C)C,Enamine BB,EN300-115957,,[(2R)-1-(2-methylpropyl)pyrrolidin-2-yl]methanamine,44464651
NCCCN(CC(C)C)CC(C)C,Matrix Scientific,079904,,"N,N-Diisobutylpropane-1,3-diamine",28292514
CN(CC1(N)CC1)C,Alinda Chemical,ALBB-018282,,[(1-aminocyclopropyl)methyl]dimethylamine dihydrochloride,36728843
CCNCCCN1CCCCC1,Matrix Scientific,026937,77052-06-3,N-Ethyl-3-(1-piperidinyl)-1-propanamine,14111917
CCNC1CCC(CC1)N(C)C.Cl,Activate Scientific,AS62856,,"N1-ethyl-N4,N4-dimethylcyclohexane-1,4-diamine hydrochloride",44462868
CCCCCCCCCCNCCCCCC[N+](C)(C)C.Cl.[Cl-],Toronto Research Chemicals,D226995,,"6-(Decylamino)-N,N,N-trimethyl-1-hexanaminium Chloride Hydrochloride",43549375
CC1(N)CNCC1,Enamine BB,EN300-84376,,3-methylpyrrolidin-3-amine,36726388
NC1CCN(CC1)CCC#C.Cl.Cl,Enamine BB,EN300-83439,,1-(but-3-yn-1-yl)piperidin-4-amine dihydrochloride,36726154
CCCNCCN1CCCCC1C,ChemDiv BB,BB53-0861,,N-[2-(2-methylpiperidin-1-yl)ethyl]-N-propylamine,31525374
CCCNCCN1[C@H](C)CCC[C@@H]1C,ChemDiv BB,BB53-0306,,"N-{2-[(2R,6S)-2,6-dimethylpiperidin-1-yl]ethyl}-N-propylamine",31524513
CC(NCCN1CCCC1)C,ChemDiv BB,BB52-9992,,N-(2-pyrrolidin-1-ylethyl)propan-2-amine,31524035
C[C@@H]1NCCN(C1)C1CCCCC1,Bepharm,B24023,1187930-87-5,(S)-1-Cyclohexyl-3-methylpiperazine,44455612
NCC1CCN(C1)C1CCCC1,Matrix Scientific,079952,933714-21-7,[(1-Cyclopentylpyrrolidin-3-yl)methyl]amine,28218597
NCCN1CCCC1,Matrix Scientific,037612,7154-73-6,2-Pyrrolidin-1-ylethanamine,534359
CCN(CCNCC1CCCCC1)CC.Cl.Cl,ChemBridge,9158156,,,21917560
C[N+](C1CCCCC1)(CCCCCCCCCC[N+](C1CCCCC1)(C)C)C,Vitas M Labs,STK700257,,"N,N'-dicyclohexyl-N,N,N',N'-tetramethyldecane-1,10-diaminium",4401024
CCNCCN1CCCCC1.Cl.Cl,ChemBridge,4011015,,,32355712
NC[C@@H]1CCCN1CC,AK Scientific,H551,22795-99-9,(S)-2-(Aminomethyl)-1-ethylpyrrolidine,526823
NCC1CCC(CC1)N.Cl.Cl,Enamine BB,EN300-123420,,4-(aminomethyl)cyclohexan-1-amine dihydrochloride,45773091
C1NC[C@@H]2[C@H](C1)CNC2,Tyger Scientific,O121002,1212823-21-6,"cis-Octahydro-pyrrolo[3,4-c]pyridine",44230952
NCCC(C(N)(C)C)C,Princeton BioMolecular Research,PBMR156340,,"3,4-Dimethyl-pentane-1,4-diamine",43304360
C=CCN(CC=C)CCCN(CC=C)CC=C,Tyger Scientific,OM0121,54391-07-0,"1,3-Bis(diallylamino) propane",44230513
CN1CCCC(C1C)N,Enamine BB,EN300-132388,,"1,2-dimethylpiperidin-3-amine",46306477
CN(C1CCNCC1C)C,Enamine BB,EN300-109766,,"N,N,3-trimethylpiperidin-4-amine",40335940
NCCCCN.Cl,BetaPharma,86-43302,333-93-7,"1,4-Diaminobutane Dihydrochloride",46305231
CCCCCCCCCCCCCCCCCC(=N)N,BetaPharma,50-52177,14587-26-9,Octadecanamidine,46305136
CCC(N1CCC(CC1)N1CCC(CC1)C)C,Zelinsky Institute,UZI/1937392,,,6116145
C1CCC(CC1)N1CCNCC1,Enamine BB,EN300-110637,,1-cyclohexylpiperazine,711652
CCN(CC1CC1)CCC1CCNCC1,Enamine BB,EN300-124887,,(cyclopropylmethyl)(ethyl)[2-(piperidin-4-yl)ethyl]amine,40132475
CC1NCC(NC1)C,AK Scientific,X7143,106-55-8,"2,5-Dimethylpiperazine",711400
CCCCC(CNC1CCN(CC1)C(C)C)CC,Enamine,Z90501550,,,29642533
NC[C@@H]1CCCNC1,Enamine BB,EN300-101231,,(3S)-piperidin-3-ylmethanamine,43295601
CC1CCCCN1CC1CCCN1,ACB Blocks ,C5A-0374,,2-methyl-1-(2-pyrrolidinylmethyl)piperidine,710090
NCC1(C)CNCC1.Cl,Matrix Scientific,069176,1313738-93-0,(3-Methylpyrrolidin-3-yl)methanamine hydrochloride,36553240
CN1CCCC(C1)C1CCCN1,ACB Blocks ,C5A-0185,,1-methyl-3-(2-pyrrolidinyl)piperidine,707576
CN(CCNC1CCC(CC1)C)C,ChemBridge,5513839,,,13744852
CC1CCCCN1CC1CCCCCN1,ACB Blocks ,C7A-0344,,2-[(2-methyl-1-piperidinyl)methyl]azepane,706285
CCN(CC1CCCCCN1)CC,ACB Blocks ,C7A-0339,,N-(2-azepanylmethyl)-N-ethylethanamine,706053
C1CCCN(CC1)CC1CCCN1,ACB Blocks ,C5A-0369,,1-(2-pyrrolidinylmethyl)azepane,705943
C1CCNC(CC1)CN1CCCCC1,ACB Blocks ,C7A-0043,,2-(1-piperidinylmethyl)azepane,705648
NC(=N)C1CCCC1,Princeton BioMolecular Research,PBMR044405,,cyclopentanecarboximidamide,37057158
CN1CCC2(CC1)CCNCC2,Bepharm,B88011,13323-45-0,"3-Methyl-3,9-diazaspiro[5,5]undecane",39305791
CCCCCCN1CCNCCC1,EvoBlocks,EB30100,,"1-hexyl-1,4-diazepane",32283839
N1CCCN(CC1)CC1CCC1,Princeton BioMolecular Research,PBMR135708,,"1-Cyclobutylmethyl-[1,4]diazepane",32283815
NCC[C@H]1CCCN1C,Activate Scientific,AS3257,422545-96-8,(R)-2-(1-Methylpyrrolidin-2-yl)ethanamine,43214871
CCC(N1CCNCCC1)CC,EvoBlocks,EB30026,,"1-(pentan-3-yl)-1,4-diazepane",32283733
CCC(N1CCNCC1C)CC,EvoBlocks,EB29526,,2-methyl-1-(pentan-3-yl)piperazine,32283492
CCCCCCCCCCCCCCN1CCNCC1,EvoBlocks,EB29068,,1-tetradecylpiperazine,32283409
CNC1CCCCC1N(C(C)C)C,Oakwood Products (Non-EU Customers),088202,,"N-Isopropyl-N,N'-dimethyl-cyclohexane-1,2-diamine",38558299
CC(N1CCN(CC1)C1CCCCCC1)C,Zelinsky Institute,UZI/1935183,,,1453604
NCCCC1CCCNC1,Tyger Scientific,P57143,,3-Piperidin-3-yl-propylamine,38523830
NCC1CNCC1C.Cl.Cl,Tyger Scientific,M33000,,C-(4-Methyl-pyrrolidin-3-yl)-methylamine 2HCl,18924085
CN1CCC(CC1)C1CCNCC1.Cl,Fluorochem (Non-US Customers),031972,,"1-Methyl-[4,4']bipiperidinyl hydrochloride",43474351
CNC1CCCNC1,CombiPhos Catalysts,MPB-1168,,Methyl-piperidin-3-yl-amine,38465526
NCCCCCN1CCCC1,Ark Pharm,AK-36186,71302-71-1,5-(Pyrrolidin-1-yl)pentan-1-amine,38366928
NC[C@@H]1CCCN1.Cl.Cl,Synthonix,A7822,103382-84-9,(S)-2-(Aminomethyl)pyrrolidine dihydrochloride,43677458
NC1CNCC1.Cl.Cl,Matrix Scientific,081418,103831-11-4,Pyrrolidin-3-amine dihydrochloride,504647
CCCCC(CN)N,Enamine BB,EN300-106018,,"hexane-1,2-diamine",38101319
CCNCC(CC(C)C)N,Enamine BB,EN300-115412,,(2-amino-4-methylpentyl)(ethyl)amine,38101003
CNCC1CCCN1,CombiPhos Catalysts,MPC-1166,,Methyl-pyrrolidin-2-ylmethyl-amine,38100923
CC(NCC1CCCN1)C,CombiPhos Catalysts,MPC-11242,,Isopropyl-pyrrolidin-2-ylmethyl-amine,38100415
CCN1CCC(CC1)N1CCCCCCC1,ChemBridge,5452347,,,1254844
CC1CCCN1C1CCNCC1,Enamine BB,EN300-113808,,4-(2-methylpyrrolidin-1-yl)piperidine,37984678
C1CCC(NC1)C1CCCCN1,AK Scientific,W6764,531-67-9,2-(Piperidin-2-yl)piperidine,43469326
NCCN1CCCCC1CC,Matrix Scientific,020257,22014-04-6,2-(2-Ethyl-piperidin-1-yl)-ethylamine,1445603
NCCNC1CCCC1,Otava,1206151,,,31467279
NC1CCC(CC1)CN(C)C,Enamine BB,EN300-105023,,4-[(dimethylamino)methyl]cyclohexan-1-amine,37889942
CNCCCCN(CC)CC,Enamine BB,EN300-101379,,[4-(diethylamino)butyl](methyl)amine,37881372
CCN(C1CCC(CC1)N)CC.Cl.Cl,"J & W PharmLab, LLC",20-0249S,,"N,N-Diethyl-cyclohexane-1,4-diamine dihydrochloride",43467914
CCCCC(=N)N,ChemBridge,4012905,109-51-3,pentanimidamide,4355897
NC1CCCCN1,Sigma Aldrich,CDS003210,,2-aminopiperidine,43467628
CC(NCCCNC(C)C)C,Matrix Scientific,064583,63737-71-3,"N,N'-Diisopropylpropane-1,3-diamine",498293
N[C@@H]1CC[C@H](CC1)N,Matrix Scientific,075009,2615-25-0,"trans-1,4-Diaminocyclohexane",497945
NCCCN(CC)CC,Matrix Scientific,026779,104-78-9,"N1,N1-Diethyl-1,3-propanediamine",497120
NCCCCCCN(C)C,Matrix Scientific,007575,1938-58-5,6-(Dimethylamino)hexylamine,4352159
CN(C1CCCNC1)C(C)C,Oakwood Products (Non-EU Customers),088193,,Isopropyl-methyl-piperidin-3-yl-amine,37626988
CCCCCCCCCCCCCCNCCN,Sigma Aldrich,PH000759,,"N(1)-TETRADECYL-1,2-ETHANEDIAMINE",7417835
CCN(CC(C)C)CCC1CCNCC1,Enamine BB,EN300-124888,,ethyl(2-methylpropyl)[2-(piperidin-4-yl)ethyl]amine,37600713
CN([C@@H]1CCCNC1)C(C)C,Oakwood Products (Non-EU Customers),088194,,Isopropyl-methyl-(R)-piperidin-3-yl-amine,43464080
CN(C1CCC(CC1)NC1CC1)C,Oakwood Products (Non-EU Customers),087911,,"N-Cyclopropyl-N',N'-dimethyl-cyclohexane-1,4-diamine",43463702
CN1CCC[C@@H](C1)NC(C)C,Oakwood Products (Non-EU Customers),087891,,Isopropyl-((S)-1-methyl-piperidin-3-yl)-amine,43463686
CCN[C@H]1CCN(C1)C,Oakwood Products (Non-EU Customers),087870,,Ethyl-((S)-1-methyl-pyrrolidin-3-yl)-amine,43463670
CC(N[C@@H]1CC[C@H](CC1)N(C)C)C,Oakwood Products (Non-EU Customers),087897,,"(1R,4R)-N-Isopropyl-N',N'-dimethyl-cyclohexane-1,4-diamine",46018558
NCCCN1CCC1,Enamine BB,EN300-123463,,3-(azetidin-1-yl)propan-1-amine,37396168
NCC(CN(C)C)(C)C,Enamine,Z104479404,,,489957
Nc1ccc(cc1)NCC1CCCC1,Enamine BB,EN300-64422,,"1-N-(cyclopentylmethyl)benzene-1,4-diamine",31416813
N1CCC(CC1)CCC1CCNCC1.Cl.Cl,Sigma Aldrich,214140,84473-84-7,"4,4'-Ethylenedipiperidine dihydrochloride",488855
NCC[C@H]1CCCCN1,Ark Pharm,AK130853,1262326-82-8,(R)-2-(Piperidin-2-yl)ethanamine,46015593
C=CCC1(NCCNC1)CC=C,Princeton BioMolecular Research,OSSK_565334,,,8615765
CN(C(C)C)CC1CCCNC1,Enamine BB,EN300-59148,,methyl(piperidin-3-ylmethyl)propan-2-ylamine,31413401
NC1CCN(C1)C(C)C,Enamine BB,EN300-56574,,1-(propan-2-yl)pyrrolidin-3-amine,31412906
CCCCNC1CCN(CC1)CC,Matrix Scientific,037765,,N-Butyl-1-ethylpiperidin-4-amine,27332979
NC[C@@H]1CC[C@H]1CN,Matrix Scientific,081965,1731-23-3,"[(1R,2R)-2-(Aminomethyl)cyclobutyl]methylamine",26983377
C1CCN(CC1)C1CCNCC1,Matrix Scientific,073487,4897-50-1,4-Piperidinopiperidine,482584
CN1CCC[C@@H](C1)N,Synthonix,A7504,902152-76-5,(S)-3-Amino-1-methyl-piperidine,37181446
CC(NCC1CCCNC1)C,Enamine BB,EN300-44117,,(piperidin-3-ylmethyl)(propan-2-yl)amine,31409839
NC1CCCC[C@H](CCCC1)N.Cl.Cl,Molecular Diversity Preservation,16142,,"cyclodecane-1,6-diamine dihydrochloride (en)",5862156
NCCCCN1CCC(CC1)C,Enamine BB,EN300-41260,,4-(4-methylpiperidin-1-yl)butan-1-amine,31408907
NCC1(N)CCCCC1,Enamine BB,EN300-40797,,1-(aminomethyl)cyclohexan-1-amine,31408710
CN(CC(C(C)C)N)C,Enamine BB,EN300-40147,,"N-(2-amino-3-methylbutyl)-N,N-dimethylamine",31408566
CCCCCCN1CCN(CC1)CC1CC1,Enamine,Z1252512510,,,37028972
CCN1CCC(CC1)C1CCNCC1,"J & W PharmLab, LLC",60-0494,,"1-Ethyl-[4,4']bipiperidinyl",44691548
CCC(N(C)C)CN.Cl.Cl,Enamine BB,EN300-36389,,"N-[1-(aminomethyl)propyl]-N,N-dimethylamine dihydrochloride",31407847
CN1CCC[C@H](C1)N.Cl.Cl,"J & W PharmLab, LLC",60-0901S,,(R)-1-Methyl-piperidin-3-ylamine dihydrochloride,44691306
NC1CCCCNC1,Matrix Scientific,075008,69154-03-6,3-Aminohomopiperidine,1838386
C=C=CCNCCCCNCC=C=C.Cl.Cl,Matrix Scientific,094007,93565-01-6,"N1,N4-Di(buta-2,3-dien-1-yl)butane-1,4-diamine dihydrochloride",31206163
CC(CN1CCC(CC1)N)C.Cl,Enamine BB,EN300-27283,,1-isobutylpiperidin-4-amine hydrochloride,31406265
CN1CC[C@H](C1)N,Matrix Scientific,068516,457097-75-5,(3R)-1-Methylpyrrolidin-3-amine,26942252
CCCN1CCC(CC1)N1CCCCCC1,ChemBridge,5464835,,,13320858
CN1CCC(CC1)N(C1CCCC(C1)C)C,ChemBridge,5454725,,,13320240
NCC1CCN(CC1)CC1CC1,Matrix Scientific,048746,1017400-92-8,1-[1-(Cyclopropylmethyl)-4-piperidinyl]methanamine,25678441
CNCCCCCCN1CCCCC1,Specs,AQ-387/42302685,,N-methyl-N-[6-(1-piperidinyl)hexyl]amine,23280844
CC1CCC(CC1)N1CCC(CC1)N,Enamine BB,EN300-69403,,1-(4-methylcyclohexyl)piperidin-4-amine,32443127
CC1CNCCC1N,Princeton BioMolecular Research,PBMR018474,,3-methylpiperidin-4-amine,36814640
C1NCC2(C1)CNCC2,Tyger Scientific,D60130,,"2,7-Diaza-spiro[4.4]nonane",13192336
NCC1CCN(C1)C,Matrix Scientific,021489,1284226-96-5,C-(1-Methyl-pyrrolidin-3-yl)-methylamine,1014037
NCC1CCN(CC1)C.Cl.Cl,Matrix Scientific,016352,1187582-53-1,[(1-Methylpiperidin-4-yl)methyl]amine dihydrochloride,23018825
CC(CCCC(=N)N)C,Princeton BioMolecular Research,PBMR144347,,5-Methyl-hexanamidine,42839498
CNC1CCN(C(C1)C)CC,Enamine BB,EN300-83446,,"1-ethyl-N,2-dimethylpiperidin-4-amine",36647324
CCCCCCCCCCCCCCNCCCN,Sigma Aldrich,PH003653,,"N(1)-tetradecyl-1,3-propanediamine",35865458
CC1CCC(CC1)C(=N)N.Cl,Enamine BB,EN300-109740,,4-methylcyclohexane-1-carboximidamide hydrochloride,43617822
NCCN1CCCC1C,Enamine BB,EN300-93370,,2-(2-methylpyrrolidin-1-yl)ethan-1-amine,37005120
NCC1CC(CC(C1)(C)C)N(C)C,AstaTech,54103,,"5-(AMINOMETHYL)-N,N,3,3-TETRAMETHYLCYCLOHEXANAMINE",37154522
CC(CN1CCCCCC1)(N)C,Matrix Scientific,019991,21404-91-1,"2-Azepan-1-yl-1,1-dimethyl-ethylamine",1553645
CC(CN1CCC(CC1)CN1CCCC1)C,Enamine,Z433803918,,,36271493
CNCCCCC1CCCNC1,Princeton BioMolecular Research,PBMR177726,,Methyl-(4-piperidin-3-yl-butyl)-amine,46114003
CCCCCCCCCCCCCCC(CN)N,Sigma Aldrich,S235903,,"HEXADECANE-1,2-DIAMINE",13166469
CN1CCC(CC1)(C)NC1CC1,Princeton BioMolecular Research,PBMR136252,,"Cyclopropyl-(1,4-dimethyl-piperidin-4-yl)-amine",42825353
CC1CCN(CC1)C1CCNCC1,Apollo Scientific,OR0887,116797-02-5,"4-Methyl-1,4'-bipiperidine",933375
CN(C1CCNCC1)C,Enamine BB,EN300-36888,50533-97-6,"N,N-dimethylpiperidin-4-amine",933358
CC(C(=N)N)C1CC1,Princeton BioMolecular Research,PBMR135687,,2-Cyclopropyl-propionamidine,42824800
CN(CCCNC1CCCC1)C.Cl.Cl,Matrix Scientific,060850,,"N'-Cyclopentyl-N,N-dimethylpropane-1,3-diamine dihydrochloride",31660933
CNCCC1CCCCN1C,Enamine BB,EN300-91612,,methyl[2-(1-methylpiperidin-2-yl)ethyl]amine,36790987
